turbine_id,line_id,section_id,diameter,length,mass,thickness,cost_rate
   1,  C,  suction_anchor ,  2.700,   16.1,   58.0, 0, 0
   1,  B,  suction_anchor ,  2.700,   16.1,   58.0, 0, 0
   1,  A,  suction_anchor ,  2.700,   16.0,   53.0, 0, 0
  40,  C,  suction_anchor ,  2.700,   16.1,   50.0, 0, 0
   9,  F,  suction_anchor ,  2.700,   16.0,   55.0, 0, 0
   4,  A,  suction_anchor ,  2.700,   15.8,   58.0, 0, 0
   4,  B,  suction_anchor ,  2.700,   15.8,   53.0, 0, 0
   5,  A,  suction_anchor ,  2.700,   15.9,   53.0, 0, 0
   5,  B,  suction_anchor ,  2.700,   15.9,   53.0, 0, 0
   5,  E,  suction_anchor ,  2.700,   16.0,   53.0, 0, 0
   5,  F,  suction_anchor ,  2.700,   15.9,   53.0, 0, 0
   1,  D,  suction_anchor ,  2.700,   16.0,   53.0, 0, 0
  40,  D,  suction_anchor ,  2.700,   16.1,   60.0, 0, 0
  14,  C,  suction_anchor ,  2.700,   15.3,   51.0, 0, 0
  13,  C,  suction_anchor ,  2.700,   15.1,   50.0, 0, 0
  11,  F,  suction_anchor ,  2.700,   13.2,   46.0, 0, 0
  11,  E,  suction_anchor ,  2.700,   13.2,   55.0, 0, 0
  11,  D,  suction_anchor ,  2.700,   15.0,   55.0, 0, 0
  11,  C,  suction_anchor ,  2.700,   15.0,   50.0, 0, 0
  12,  C,  suction_anchor ,  2.700,   15.1,   55.0, 0, 0
  12,  D,  suction_anchor ,  2.700,   15.1,   50.0, 0, 0
  13,  E,  suction_anchor ,  2.700,   16.0,   55.0, 0, 0
  12,  E,  suction_anchor ,  2.700,   15.9,   50.0, 0, 0
  15,  C,  suction_anchor ,  2.700,   15.5,   51.0, 0, 0
  17,  D,  suction_anchor ,  2.700,   15.8,   53.0, 0, 0
  17,  C,  suction_anchor ,  2.700,   15.8,   53.0, 0, 0
  17,  B,  suction_anchor ,  2.700,   15.8,   49.0, 0, 0
  17,  A,  suction_anchor ,  2.700,   15.8,   53.0, 0, 0
   6,  A,  suction_anchor ,  2.700,   16.0,   50.0, 0, 0
  16,  C,  suction_anchor ,  2.700,   15.6,   55.0, 0, 0
  15,  D,  suction_anchor ,  2.700,   15.8,   47.0, 0, 0
  14,  F,  suction_anchor ,  2.700,   16.1,   50.0, 0, 0
  12,  F,  suction_anchor ,  2.700,   15.9,   50.0, 0, 0
  14,  E,  suction_anchor ,  2.700,   16.1,   50.0, 0, 0
  14,  D,  suction_anchor ,  2.700,   15.5,   50.0, 0, 0
  13,  F,  suction_anchor ,  2.700,   16.0,   55.0, 0, 0
  10,  E,  suction_anchor ,  2.700,   15.9,   50.0, 0, 0
  13,  D,  suction_anchor ,  2.700,   15.3,   50.0, 0, 0
  10,  F,  suction_anchor ,  2.700,   15.9,   47.0, 0, 0
  16,  D,  suction_anchor ,  2.700,   16.1,   51.0, 0, 0
   6,  B,  suction_anchor ,  2.700,   16.0,   53.0, 0, 0
   6,  E,  suction_anchor ,  2.700,   16.1,   53.0, 0, 0
  30,  E,  suction_anchor ,  2.700,   16.1,   50.0, 0, 0
  39,  A,  suction_anchor ,  2.700,   16.1,   53.0, 0, 0
  38,  C,  suction_anchor ,  2.700,   15.8,   58.0, 0, 0
  24,  C,  suction_anchor ,  2.700,   16.2,   53.0, 0, 0
  23,  D,  suction_anchor ,  2.700,   16.0,   53.0, 0, 0
  19,  C,  suction_anchor ,  2.700,   15.7,   35.0, 0, 0
  19,  D,  suction_anchor ,  2.700,   15.7,   58.0, 0, 0
  39,  D,  suction_anchor ,  2.700,   15.9,   58.0, 0, 0
  20,  A,  suction_anchor ,  2.700,   15.8,   53.0, 0, 0
   6,  D,  suction_anchor ,  2.700,   15.8,   58.0, 0, 0
  30,  D,  suction_anchor ,  2.700,   15.5,   50.0, 0, 0
  39,  C,  suction_anchor ,  2.700,   15.9,   58.0, 0, 0
  21,  A,  suction_anchor ,  2.700,   15.9,   53.0, 0, 0
  21,  B,  suction_anchor ,  2.700,   15.9,   49.0, 0, 0
  21,  C,  suction_anchor ,  2.700,   15.8,   53.0, 0, 0
  21,  D,  suction_anchor ,  2.700,   15.7,   49.0, 0, 0
  22,  A,  suction_anchor ,  2.700,   16.0,   58.0, 0, 0
  22,  B,  suction_anchor ,  2.700,   16.0,   53.0, 0, 0
  22,  C,  suction_anchor ,  2.700,   15.8,   58.0, 0, 0
  22,  D,  suction_anchor ,  2.700,   15.8,   53.0, 0, 0
  23,  C,  suction_anchor ,  2.700,   16.0,   53.0, 0, 0
  30,  F,  suction_anchor ,  2.700,   16.1,   55.0, 0, 0
  39,  B,  suction_anchor ,  2.700,   16.1,   53.0, 0, 0
  30,  C,  suction_anchor ,  2.700,   15.2,   55.0, 0, 0
  20,  B,  suction_anchor ,  2.700,   15.8,   58.0, 0, 0
  29,  E,  suction_anchor ,  2.700,   16.0,   50.0, 0, 0
  29,  F,  suction_anchor ,  2.700,   16.0,   50.0, 0, 0
   6,  F,  suction_anchor ,  2.700,   16.1,   58.0, 0, 0
   7,  C,  suction_anchor ,  2.700,   15.9,   53.0, 0, 0
   7,  D,  suction_anchor ,  2.700,   15.9,   53.0, 0, 0
  18,  D,  suction_anchor ,  2.700,   15.8,   58.0, 0, 0
   9,  C,  suction_anchor ,  2.700,   15.0,   55.0, 0, 0
  18,  C,  suction_anchor ,  2.700,   15.8,   53.0, 0, 0
   6,  C,  suction_anchor ,  2.700,   15.8,   49.0, 0, 0
  37,  A,  suction_anchor ,  2.700,   15.8,   53.0, 0, 0
  24,  D,  suction_anchor ,  2.700,   16.2,   58.0, 0, 0
  38,  D,  suction_anchor ,  2.700,   15.8,   53.0, 0, 0
   9,  D,  suction_anchor ,  2.700,   15.1,   55.0, 0, 0
  38,  B,  suction_anchor ,  2.700,   16.0,   53.0, 0, 0
  31,  C,  suction_anchor ,  2.700,   15.4,   55.0, 0, 0
  29,  C,  suction_anchor ,  2.700,   15.1,   50.0, 0, 0
  31,  D,  suction_anchor ,  2.700,   15.7,   51.0, 0, 0
  32,  C,  suction_anchor ,  2.700,   15.6,   51.0, 0, 0
  32,  D,  suction_anchor ,  2.700,   16.1,   51.0, 0, 0
  29,  D,  suction_anchor ,  2.700,   15.3,   47.0, 0, 0
  28,  C,  suction_anchor ,  2.700,   15.0,   55.0, 0, 0
  37,  B,  suction_anchor ,  2.700,   15.8,   58.0, 0, 0
  38,  A,  suction_anchor ,  2.700,   16.0,   50.0, 0, 0
  28,  D,  suction_anchor ,  2.700,   15.1,   50.0, 0, 0
  23,  B,  suction_anchor ,  2.800,   16.2,   50.0, 0, 0
  32,  F,  suction_anchor ,  2.800,   16.5,   50.0, 0, 0
  32,  E,  suction_anchor ,  2.800,   16.5,   55.0, 0, 0
  31,  F,  suction_anchor ,  2.800,   16.3,   55.0, 0, 0
  31,  E,  suction_anchor ,  2.800,   16.3,   50.0, 0, 0
   7,  E,  suction_anchor ,  2.800,   16.4,   59.0, 0, 0
  24,  B,  suction_anchor ,  2.800,   16.4,   54.0, 0, 0
  24,  A,  suction_anchor ,  2.800,   16.4,   58.0, 0, 0
   7,  F,  suction_anchor ,  2.800,   16.4,   54.0, 0, 0
   8,  A,  suction_anchor ,  2.800,   16.6,   54.0, 0, 0
  23,  A,  suction_anchor ,  2.800,   16.2,   53.0, 0, 0
   7,  A,  suction_anchor ,  2.800,   16.3,   50.0, 0, 0
  15,  E,  suction_anchor ,  2.800,   16.3,   55.0, 0, 0
  15,  F,  suction_anchor ,  2.800,   16.3,   55.0, 0, 0
   8,  D,  suction_anchor ,  2.800,   16.3,   58.0, 0, 0
   8,  E,  suction_anchor ,  2.800,   16.8,   59.0, 0, 0
  16,  E,  suction_anchor ,  2.800,   16.6,   51.0, 0, 0
  16,  F,  suction_anchor ,  2.800,   16.6,   55.0, 0, 0
   8,  F,  suction_anchor ,  2.800,   16.8,   54.0, 0, 0
  40,  A,  suction_anchor ,  2.800,   16.3,   58.0, 0, 0
  40,  B,  suction_anchor ,  2.800,   16.3,   54.0, 0, 0
   7,  B,  suction_anchor ,  2.800,   16.3,   53.0, 0, 0
   8,  B,  suction_anchor ,  2.800,   16.6,   59.0, 0, 0
   8,  C,  suction_anchor ,  2.800,   16.3,   54.0, 0, 0
